title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
West Eifel Volcanic Field,Volcanic field,50.17,6.85,large,#FF0000,#FFFFFF,2
Chaine des Puys,Lava dome(s),45.786,2.981,large,#FF0000,#FFFFFF,2
Olot Volcanic Field,Volcanic field,42.17,2.53,large,#FF0000,#FFFFFF,2
Calatrava Volcanic Field,Volcanic field,38.87,-4.02,large,#FF0000,#FFFFFF,2
Colli Albani,Caldera,41.7569,12.7251,large,#FF0000,#FFFFFF,2
Campi Flegrei,Caldera,40.827,14.139,large,#FF0000,#FFFFFF,2
Vesuvius,Stratovolcano,40.821,14.426,large,#FF0000,#FFFFFF,2
Ischia,Complex,40.73,13.897,large,#FF0000,#FFFFFF,2
Palinuro,Compound,39.48,14.83,large,#FF0000,#FFFFFF,2
Stromboli,Stratovolcano,38.789,15.213,large,#FF0000,#FFFFFF,2
Panarea,Stratovolcano,38.638,15.064,large,#FF0000,#FFFFFF,2
Lipari,Stratovolcano(es),38.49,14.933,large,#FF0000,#FFFFFF,2
Vulcano,Stratovolcano(es),38.404,14.962,large,#FF0000,#FFFFFF,2
Etna,Stratovolcano(es),37.748,14.999,large,#FF0000,#FFFFFF,2
Campi Flegrei del Mar di Sicilia,Volcanic field,37.1,12.7,large,#FF0000,#FFFFFF,2
Pantelleria,Shield,36.77,12.02,large,#FF0000,#FFFFFF,2
Marsili,Complex,39.284,14.399,large,#FF0000,#FFFFFF,2
Methana,Lava dome(s),37.6186,23.3331,large,#FF0000,#FFFFFF,2
Milos,Stratovolcano(es),36.699,24.439,large,#FF0000,#FFFFFF,2
Santorini,Shield(s),36.404,25.396,large,#FF0000,#FFFFFF,2
Kolumbo,Complex,36.524,25.483,large,#FF0000,#FFFFFF,2
Nisyros,Stratovolcano,36.5888,27.1553,large,#FF0000,#FFFFFF,2
Kula,Volcanic field,38.58,28.52,large,#FF0000,#FFFFFF,2
Hasandag-Keciboyduran Volcanic Complex,Stratovolcano,38.13,34.17,large,#FF0000,#FFFFFF,2
Erciyes Volcanic Complex,Stratovolcano,38.531,35.447,large,#FF0000,#FFFFFF,2
Karaca Dag,Shield,37.67,39.83,large,#FF0000,#FFFFFF,2
Nemrut Dagi,Stratovolcano,38.654,42.229,large,#FF0000,#FFFFFF,2
Tenduruk Dagi,Shield,39.356,43.874,large,#FF0000,#FFFFFF,2
Ararat,Stratovolcano,39.7,44.3,large,#FF0000,#FFFFFF,2
Elbrus,Stratovolcano,43.351,42.442,large,#FF0000,#FFFFFF,2
Kazbek,Stratovolcano,42.7,44.5,large,#FF0000,#FFFFFF,2
Samsari Volcanic Center,Volcanic field,41.542,43.7,large,#FF0000,#FFFFFF,2
Aragats,Stratovolcano,40.53,44.2,large,#FF0000,#FFFFFF,2
Ghegham Volcanic Ridge,Volcanic field,40.283,45,large,#FF0000,#FFFFFF,2
Vaiyots-Sar,Pyroclastic cone(s),39.797,45.497,large,#FF0000,#FFFFFF,2
Porak,Volcanic field,40.028,45.74,large,#FF0000,#FFFFFF,2
Tskhouk-Karckar,Pyroclastic cone(s),39.742,45.992,large,#FF0000,#FFFFFF,2
"Tair, Jebel at",Stratovolcano,15.55,41.83,large,#FF0000,#FFFFFF,2
Zubair Group,Shield,15.05,42.18,large,#FF0000,#FFFFFF,2
Zukur,Shield,14.02,42.75,large,#FF0000,#FFFFFF,2
Hanish,Shield,13.72,42.73,large,#FF0000,#FFFFFF,2
Alid,Stratovolcano,14.88,39.92,large,#FF0000,#FFFFFF,2
Dallol,Explosion crater(s),14.242,40.3,large,#FF0000,#FFFFFF,2
Gada Ale,Stratovolcano,13.975,40.408,large,#FF0000,#FFFFFF,2
Alu-Dalafilla,Fissure vent(s),13.793,40.553,large,#FF0000,#FFFFFF,2
Bora Ale,Stratovolcano,13.725,40.6,large,#FF0000,#FFFFFF,2
Erta Ale,Shield,13.601,40.666,large,#FF0000,#FFFFFF,2
Ale Bagu,Stratovolcano,13.512,40.631,large,#FF0000,#FFFFFF,2
Hayli Gubbi,Shield,13.51,40.722,large,#FF0000,#FFFFFF,2
Dubbi,Stratovolcano,13.579,41.809,large,#FF0000,#FFFFFF,2
Nabro,Stratovolcano,13.37,41.7,large,#FF0000,#FFFFFF,2
Mallahle,Stratovolcano,13.27,41.65,large,#FF0000,#FFFFFF,2
Sork Ale,Stratovolcano,13.18,41.725,large,#FF0000,#FFFFFF,2
Asavyo,Shield,13.098,41.599,large,#FF0000,#FFFFFF,2
Mat Ala,Shield,13.106,41.161,large,#FF0000,#FFFFFF,2
Tat Ali,Shield,13.284,41.063,large,#FF0000,#FFFFFF,2
Borawli,Stratovolcano,13.304,40.987,large,#FF0000,#FFFFFF,2
Afdera,Stratovolcano,13.088,40.853,large,#FF0000,#FFFFFF,2
Ma Alalta,Stratovolcano,13.013,40.185,large,#FF0000,#FFFFFF,2
Alayta,Shield,12.888,40.573,large,#FF0000,#FFFFFF,2
Dabbahu,Stratovolcano,12.595,40.48,large,#FF0000,#FFFFFF,2
Dabbayra,Shield,12.38,40.07,large,#FF0000,#FFFFFF,2
Manda Hararo,Shield(s),12.17,40.82,large,#FF0000,#FFFFFF,2
Groppo,Volcanic field,11.816,40.242,large,#FF0000,#FFFFFF,2
Kurub,Shield,11.88,41.208,large,#FF0000,#FFFFFF,2
Manda-Inakir,Fissure vent(s),12.38,42.2,large,#FF0000,#FFFFFF,2
Mousa Alli,Stratovolcano,12.469,42.404,large,#FF0000,#FFFFFF,2
Gufa,Volcanic field,12.55,42.53,large,#FF0000,#FFFFFF,2
Assab Volcanic Field,Volcanic field,12.95,42.43,large,#FF0000,#FFFFFF,2
Ardoukoba,Fissure vent(s),11.58,42.47,large,#FF0000,#FFFFFF,2
Manda Gargori,Fissure vent(s),11.75,41.48,large,#FF0000,#FFFFFF,2
Dama Ali,Shield,11.28,41.63,large,#FF0000,#FFFFFF,2
Gabillema,Stratovolcano,11.08,41.27,large,#FF0000,#FFFFFF,2
Yangudi,Complex,10.58,41.042,large,#FF0000,#FFFFFF,2
Ayelu,Stratovolcano,10.082,40.702,large,#FF0000,#FFFFFF,2
Adwa,Stratovolcano,10.063,40.831,large,#FF0000,#FFFFFF,2
Hertali,Fissure vent,9.78,40.33,large,#FF0000,#FFFFFF,2
Liado Hayk,Volcanic field,9.57,40.28,large,#FF0000,#FFFFFF,2
Dofen,Shield,9.35,40.13,large,#FF0000,#FFFFFF,2
Fentale,Stratovolcano,8.985,39.906,large,#FF0000,#FFFFFF,2
Beru,Volcanic field,8.95,39.75,large,#FF0000,#FFFFFF,2
Kone,Caldera(s),8.8105,39.6946,large,#FF0000,#FFFFFF,2
Boset,Stratovolcano(es),8.558,39.475,large,#FF0000,#FFFFFF,2
Bishoftu Volcanic Field,Volcanic field,8.78,38.98,large,#FF0000,#FFFFFF,2
Melkassa,Volcanic field,8.43,39.35,large,#FF0000,#FFFFFF,2
Gedemsa,Caldera,8.363,39.172,large,#FF0000,#FFFFFF,2
Bora-Bericha-Tullu Moye,Pyroclastic cone,8.2114,39.0812,large,#FF0000,#FFFFFF,2
Unnamed,Fissure vent(s),8.013,39.062,large,#FF0000,#FFFFFF,2
East Ziway,Fissure vent(s),7.874,38.902,large,#FF0000,#FFFFFF,2
Butajiri-Silti Field,Volcanic field,8.05,38.35,large,#FF0000,#FFFFFF,2
Aluto,Stratovolcano,7.77,38.78,large,#FF0000,#FFFFFF,2
Shala,Caldera,7.4569,38.5571,large,#FF0000,#FFFFFF,2
Corbetti,Caldera,7.193,38.39,large,#FF0000,#FFFFFF,2
Bilate River Field,Volcanic field,7.07,38.1,large,#FF0000,#FFFFFF,2
Northern Lake Abaya Volcanic Field,Volcanic field,6.76,37.97,large,#FF0000,#FFFFFF,2
Korath Range,Tuff cone(s),5.117,35.892,large,#FF0000,#FFFFFF,2
Mega Volcanic Field,Volcanic field,3.971,38.213,large,#FF0000,#FFFFFF,2
Lake Turkana North Island,Tuff cone(s),4.0631,36.0458,large,#FF0000,#FFFFFF,2
Lake Turkana Central Island,Tuff cone(s),3.496,36.0365,large,#FF0000,#FFFFFF,2
Lake Turkana South Island,Stratovolcano,2.6364,36.5958,large,#FF0000,#FFFFFF,2
Marsabit,Shield,2.32,37.97,large,#FF0000,#FFFFFF,2
"Barrier, The",Shield,2.32,36.57,large,#FF0000,#FFFFFF,2
Namarunu,Shield,1.98,36.43,large,#FF0000,#FFFFFF,2
Segererua Plateau,Pyroclastic cone(s),1.57,37.9,large,#FF0000,#FFFFFF,2
Emuruangogolak,Shield,1.5,36.33,large,#FF0000,#FFFFFF,2
Silali,Shield,1.15,36.23,large,#FF0000,#FFFFFF,2
Paka,Shield,0.92,36.18,large,#FF0000,#FFFFFF,2
Korosi,Shield,0.77,36.12,large,#FF0000,#FFFFFF,2
Ol Kokwe,Shield,0.62,36.075,large,#FF0000,#FFFFFF,2
Nyambeni Hills,Shield,0.23,37.87,large,#FF0000,#FFFFFF,2
Menengai,Shield,-0.2,36.07,large,#FF0000,#FFFFFF,2
Homa Mountain,Complex,-0.38,34.5,large,#FF0000,#FFFFFF,2
Elmenteita Badlands,Pyroclastic cone(s),-0.546,36.249,large,#FF0000,#FFFFFF,2
"Eburru, Ol Doinyo",Complex,-0.65,36.22,large,#FF0000,#FFFFFF,2
Olkaria,Pyroclastic cone(s),-0.904,36.292,large,#FF0000,#FFFFFF,2
Longonot,Stratovolcano,-0.914,36.446,large,#FF0000,#FFFFFF,2
Suswa,Shield,-1.151,36.357,large,#FF0000,#FFFFFF,2
"Lengai, Ol Doinyo",Stratovolcano,-2.764,35.914,large,#FF0000,#FFFFFF,2
Chyulu Hills,Volcanic field,-2.68,37.88,large,#FF0000,#FFFFFF,2
Meru,Stratovolcano,-3.244,36.75,large,#FF0000,#FFFFFF,2
Igwisi Hills,Pyroclastic cone(s),-4.889,31.933,large,#FF0000,#FFFFFF,2
Ngozi,Caldera,-9.0036,33.552,large,#FF0000,#FFFFFF,2
Rungwe,Stratovolcano,-9.135,33.668,large,#FF0000,#FFFFFF,2
Kyejo,Stratovolcano,-9.229,33.792,large,#FF0000,#FFFFFF,2
Fort Portal,Volcanic field,0.7,30.25,large,#FF0000,#FFFFFF,2
Kyatwa,Volcanic field,0.45,30.25,large,#FF0000,#FFFFFF,2
Katwe-Kikorongo,Volcanic field,-0.08,29.92,large,#FF0000,#FFFFFF,2
Bunyaruguru,Volcanic field,-0.2,30.08,large,#FF0000,#FFFFFF,2
Katunga,Volcanic field,-0.471,30.191,large,#FF0000,#FFFFFF,2
Nyamulagira,Shield,-1.408,29.2,large,#FF0000,#FFFFFF,2
Nyiragongo,Stratovolcano,-1.52,29.25,large,#FF0000,#FFFFFF,2
Karisimbi,Stratovolcano,-1.506,29.45,large,#FF0000,#FFFFFF,2
Visoke,Stratovolcano,-1.458,29.485,large,#FF0000,#FFFFFF,2
Muhavura,Stratovolcano,-1.383,29.678,large,#FF0000,#FFFFFF,2
Bufumbira,Volcanic field,-1.304,29.683,large,#FF0000,#FFFFFF,2
San Carlos,Shield,3.35,8.52,large,#FF0000,#FFFFFF,2
San Joaquin,Shield,3.35,8.63,large,#FF0000,#FFFFFF,2
Santa Isabel,Shield,3.588,8.762,large,#FF0000,#FFFFFF,2
Cameroon,Stratovolcano,4.203,9.17,large,#FF0000,#FFFFFF,2
Tombel Graben,Volcanic field,4.758,9.717,large,#FF0000,#FFFFFF,2
Oku Volcanic Field,Volcanic field,6.25,10.5,large,#FF0000,#FFFFFF,2
Todra Volcanic Field,Volcanic field,17.68,8.5,large,#FF0000,#FFFFFF,2
Tahalra Volcanic Field,Volcanic field,22.67,5,large,#FF0000,#FFFFFF,2
Atakor Volcanic Field,Volcanic field,23.33,5.83,large,#FF0000,#FFFFFF,2
Manzaz Volcanic Field,Volcanic field,23.92,5.83,large,#FF0000,#FFFFFF,2
"Toh, Tarso",Volcanic field,21.33,16.33,large,#FF0000,#FFFFFF,2
"Tousside, Tarso",Stratovolcano,21.0408,16.473,large,#FF0000,#FFFFFF,2
"Voon, Tarso",Stratovolcano,20.92,17.28,large,#FF0000,#FFFFFF,2
"Koussi, Emi",Shield(pyroclastic),19.8,18.53,large,#FF0000,#FFFFFF,2
"Marra, Jebel",Volcanic field,12.95,24.27,large,#FF0000,#FFFFFF,2
Kutum Volcanic Field,Volcanic field,14.57,25.85,large,#FF0000,#FFFFFF,2
Meidob Volcanic Field,Volcanic field,15.32,26.47,large,#FF0000,#FFFFFF,2
Bayuda Volcanic Field,Volcanic field,18.33,32.75,large,#FF0000,#FFFFFF,2
"Ash Shaam, Harrat",Volcanic field,32.333,37.583,large,#FF0000,#FFFFFF,2
"Lunayyir, Harrat",Volcanic field,25.17,37.75,large,#FF0000,#FFFFFF,2
"Ithnayn, Harrat",Volcanic field,26.58,40.2,large,#FF0000,#FFFFFF,2
"Khaybar, Harrat",Volcanic field,25.5,40,large,#FF0000,#FFFFFF,2
"Rahat, Harrat",Volcanic field,23.08,39.78,large,#FF0000,#FFFFFF,2
"Kishb, Harrat",Volcanic field,22.8,41.38,large,#FF0000,#FFFFFF,2
"Birk, Harrat al",Volcanic field,18.37,41.63,large,#FF0000,#FFFFFF,2
"Yar, Jabal",Volcanic field,17.05,42.83,large,#FF0000,#FFFFFF,2
"Arhab, Harra of",Volcanic field,15.6025,44.0978,large,#FF0000,#FFFFFF,2
"Haylan, Jabal",Volcanic field,15.4,45.1,large,#FF0000,#FFFFFF,2
"Dhamar, Harras of",Volcanic field,14.57,44.67,large,#FF0000,#FFFFFF,2
"Sawad, Harra Es-",Volcanic field,13.58,46.12,large,#FF0000,#FFFFFF,2
Balhaf-Bir Ali Volcanic Field,Volcanic field,14.067,48.3,large,#FF0000,#FFFFFF,2
Bir Borhut,Volcanic field,15.515,50.935,large,#FF0000,#FFFFFF,2
Damavand,Stratovolcano,35.951,52.109,large,#FF0000,#FFFFFF,2
"Grille, La",Shield,-11.47,43.33,large,#FF0000,#FFFFFF,2
Mayotte,Shield,-12.83,45.17,large,#FF0000,#FFFFFF,2
Karthala,Shield,-11.75,43.38,large,#FF0000,#FFFFFF,2
Ambre-Bobaomby,Volcanic field,-12.6,49.15,large,#FF0000,#FFFFFF,2
Nosy-Be,Volcanic field,-13.32,48.48,large,#FF0000,#FFFFFF,2
Ankaizina Field,Volcanic field,-14.3,48.67,large,#FF0000,#FFFFFF,2
Itasy Volcanic Field,Volcanic field,-19.033,46.7,large,#FF0000,#FFFFFF,2
Vakinankaratra,Volcanic field,-19.85,46.942,large,#FF0000,#FFFFFF,2
"Fournaise, Piton de la",Shield,-21.244,55.708,large,#FF0000,#FFFFFF,2
Boomerang Seamount,Caldera,-37.7216,77.8221,large,#FF0000,#FFFFFF,2
Amsterdam Island,Stratovolcano,-37.83,77.52,large,#FF0000,#FFFFFF,2
St. Paul,Stratovolcano,-38.72,77.53,large,#FF0000,#FFFFFF,2
Heard,Stratovolcano,-53.106,73.513,large,#FF0000,#FFFFFF,2
McDonald Islands,Complex,-53.0394,72.595,large,#FF0000,#FFFFFF,2
Kerguelen Islands,Stratovolcano(es),-49.58,69.5,large,#FF0000,#FFFFFF,2
"Est, Ile de l'",Stratovolcano,-46.43,52.2,large,#FF0000,#FFFFFF,2
"Possession, Ile de la",Stratovolcano,-46.42,51.75,large,#FF0000,#FFFFFF,2
"Cochons, Ile aux",Stratovolcano,-46.1,50.23,large,#FF0000,#FFFFFF,2
Prince Edward Island,Shield,-46.63,37.95,large,#FF0000,#FFFFFF,2
Marion Island,Shield(s),-46.9,37.75,large,#FF0000,#FFFFFF,2
Auckland Volcanic Field,Volcanic field,-36.89,174.81,large,#FF0000,#FFFFFF,2
Tuhua/Mayor Island,Shield,-37.28,176.25,large,#FF0000,#FFFFFF,2
Taranaki,Stratovolcano,-39.3,174.07,large,#FF0000,#FFFFFF,2
Whakaari/White Island,Stratovolcano(es),-37.52,177.18,large,#FF0000,#FFFFFF,2
Okataina,Lava dome(s),-38.1569,176.5069,large,#FF0000,#FFFFFF,2
Taupo,Caldera,-38.7811,175.893,large,#FF0000,#FFFFFF,2
Tongariro,Stratovolcano(es),-39.157,175.632,large,#FF0000,#FFFFFF,2
Ruapehu,Stratovolcano,-39.28,175.57,large,#FF0000,#FFFFFF,2
Clark,Stratovolcano,-36.446,177.839,large,#FF0000,#FFFFFF,2
Tangaroa,Stratovolcano,-36.321,178.028,large,#FF0000,#FFFFFF,2
Rumble V,Stratovolcano,-36.142,178.196,large,#FF0000,#FFFFFF,2
Rumble IV,Stratovolcano,-36.13,178.05,large,#FF0000,#FFFFFF,2
Rumble III,Stratovolcano,-35.745,178.478,large,#FF0000,#FFFFFF,2
Rumble II West,Stratovolcano,-35.353,178.527,large,#FF0000,#FFFFFF,2
Healy,Stratovolcano,-35.004,178.973,large,#FF0000,#FFFFFF,2
Brothers,Caldera,-34.875,179.0667,large,#FF0000,#FFFFFF,2
Wright,Stratovolcano(es),-31.85,-179.18,large,#FF0000,#FFFFFF,2
Havre Seamount,Stratovolcano,-31.08,-179.033,large,#FF0000,#FFFFFF,2
Curtis Island,Stratovolcano,-30.543,-178.556,large,#FF0000,#FFFFFF,2
Macauley,Caldera,-30.21,-178.475,large,#FF0000,#FFFFFF,2
Giggenbach,Stratovolcano,-30.036,-178.712,large,#FF0000,#FFFFFF,2
Raoul Island,Stratovolcano,-29.27,-177.92,large,#FF0000,#FFFFFF,2
Monowai,Stratovolcano,-25.887,-177.188,large,#FF0000,#FFFFFF,2
Unnamed,Stratovolcano,-24.8,-177.02,large,#FF0000,#FFFFFF,2
Unnamed,Stratovolcano,-21.338,-175.65,large,#FF0000,#FFFFFF,2
Unnamed,Stratovolcano,-21.15,-175.75,large,#FF0000,#FFFFFF,2
Unnamed,Stratovolcano,-20.852,-175.55,large,#FF0000,#FFFFFF,2
Hunga Tonga-Hunga Ha'apai,Caldera,-20.5532,-175.3841,large,#FF0000,#FFFFFF,2
Fonuafo'ou,Stratovolcano,-20.32,-175.42,large,#FF0000,#FFFFFF,2
Tofua,Caldera,-19.75,-175.07,large,#FF0000,#FFFFFF,2
Kao,Stratovolcano,-19.668,-175.016,large,#FF0000,#FFFFFF,2
Lateiki,Stratovolcano,-19.18,-174.87,large,#FF0000,#FFFFFF,2
Home Reef,Stratovolcano,-18.992,-174.775,large,#FF0000,#FFFFFF,2
Late,Stratovolcano,-18.806,-174.65,large,#FF0000,#FFFFFF,2
Unnamed,Stratovolcano,-18.325,-174.365,large,#FF0000,#FFFFFF,2
Fonualei,Stratovolcano,-18.023,-174.317,large,#FF0000,#FFFFFF,2
Tafahi,Stratovolcano,-15.854,-173.747,large,#FF0000,#FFFFFF,2
Curacoa,Complex,-15.62,-173.67,large,#FF0000,#FFFFFF,2
Niuafo'ou,Shield,-15.6,-175.63,large,#FF0000,#FFFFFF,2
Dugong,Shield,-15.431,-175.725,large,#FF0000,#FFFFFF,2
Lobster,Shield,-15.333,-176.283,large,#FF0000,#FFFFFF,2
Tafu-Maka,Fissure vent,-15.37,-174.23,large,#FF0000,#FFFFFF,2
West Mata,Fissure vent(s),-15.1,-173.75,large,#FF0000,#FFFFFF,2
Niuatahi,Caldera,-15.3675,-174.0028,large,#FF0000,#FFFFFF,2
Vailulu'u,Shield,-14.215,-169.058,large,#FF0000,#FFFFFF,2
Ta'u,Shield,-14.23,-169.454,large,#FF0000,#FFFFFF,2
Ofu-Olosega,Shield(s),-14.175,-169.618,large,#FF0000,#FFFFFF,2
Tutuila,Tuff cone(s),-14.2903,-170.7019,large,#FF0000,#FFFFFF,2
Malumalu,Stratovolcano,-14.601,-169.787,large,#FF0000,#FFFFFF,2
Upolu,Shield,-13.935,-171.72,large,#FF0000,#FFFFFF,2
Savaii,Shield,-13.612,-172.525,large,#FF0000,#FFFFFF,2
Taveuni,Shield,-16.8412,-179.9644,large,#FF0000,#FFFFFF,2
Nabukelevu,Lava dome(s),-19.1181,177.9815,large,#FF0000,#FFFFFF,2
St. Andrew Strait,Complex,-2.38,147.35,large,#FF0000,#FFFFFF,2
Central Bismarck Sea,Fissure vent,-3.03,147.78,large,#FF0000,#FFFFFF,2
Blup Blup,Stratovolcano,-3.507,144.605,large,#FF0000,#FFFFFF,2
Kadovar,Stratovolcano,-3.608,144.588,large,#FF0000,#FFFFFF,2
Bam,Stratovolcano,-3.613,144.818,large,#FF0000,#FFFFFF,2
Manam,Stratovolcano,-4.08,145.037,large,#FF0000,#FFFFFF,2
Karkar,Stratovolcano,-4.647,145.976,large,#FF0000,#FFFFFF,2
Hankow Reef,Stratovolcano,-4.883,146.717,large,#FF0000,#FFFFFF,2
Long Island,Complex,-5.358,147.12,large,#FF0000,#FFFFFF,2
Umboi,Complex,-5.592,147.892,large,#FF0000,#FFFFFF,2
Ritter Island,Stratovolcano,-5.519,148.115,large,#FF0000,#FFFFFF,2
Sakar,Stratovolcano,-5.4098,148.0836,large,#FF0000,#FFFFFF,2
Langila,Complex,-5.525,148.42,large,#FF0000,#FFFFFF,2
Dakataua,Caldera,-5.0455,150.0996,large,#FF0000,#FFFFFF,2
Bola,Stratovolcano,-5.141,150.038,large,#FF0000,#FFFFFF,2
Garua Harbour,Volcanic field,-5.3,150.07,large,#FF0000,#FFFFFF,2
Krummel-Garbuna-Welcker,Stratovolcano(es),-5.416,150.027,large,#FF0000,#FFFFFF,2
Lolo,Stratovolcano,-5.466,150.509,large,#FF0000,#FFFFFF,2
Witori,Caldera,-5.5745,150.5161,large,#FF0000,#FFFFFF,2
Sulu Range,Stratovolcano(es),-5.5,150.942,large,#FF0000,#FFFFFF,2
Hargy,Stratovolcano,-5.33,151.1,large,#FF0000,#FFFFFF,2
Bamus,Stratovolcano,-5.2,151.23,large,#FF0000,#FFFFFF,2
Ulawun,Stratovolcano,-5.05,151.33,large,#FF0000,#FFFFFF,2
Lolobau,Caldera,-4.9156,151.1617,large,#FF0000,#FFFFFF,2
Rabaul,Caldera,-4.2459,152.1937,large,#FF0000,#FFFFFF,2
Tavui,Caldera,-4.1089,152.2134,large,#FF0000,#FFFFFF,2
Lamington,Stratovolcano,-8.95,148.15,large,#FF0000,#FFFFFF,2
Hydrographers Range,Stratovolcano,-9,148.37,large,#FF0000,#FFFFFF,2
Managlase Plateau,Volcanic field,-9.08,148.33,large,#FF0000,#FFFFFF,2
Victory,Stratovolcano,-9.2003,149.072,large,#FF0000,#FFFFFF,2
Sessagara Hills,Volcanic field,-9.5542,149.1278,large,#FF0000,#FFFFFF,2
Goodenough,Volcanic field,-9.358,150.246,large,#FF0000,#FFFFFF,2
Iamalele,Lava dome(s),-9.5056,150.5239,large,#FF0000,#FFFFFF,2
Dawson Strait Group,Volcanic field,-9.62,150.88,large,#FF0000,#FFFFFF,2
Balbi,Stratovolcano,-5.9156,155.0008,large,#FF0000,#FFFFFF,2
Billy Mitchell,Caldera,-6.0898,155.2254,large,#FF0000,#FFFFFF,2
Bagana,Lava cone,-6.137,155.196,large,#FF0000,#FFFFFF,2
Takuan Group,Compound,-6.442,155.608,large,#FF0000,#FFFFFF,2
Loloru,Compound,-6.52,155.62,large,#FF0000,#FFFFFF,2
Simbo,Stratovolcano(es),-8.292,156.52,large,#FF0000,#FFFFFF,2
Kana Keoki,Stratovolcano,-8.75,157.03,large,#FF0000,#FFFFFF,2
Coleman Seamount,Stratovolcano,-8.841,157.16,large,#FF0000,#FFFFFF,2
Kavachi,Stratovolcano,-8.991,157.979,large,#FF0000,#FFFFFF,2
New Georgia at 8.9°S,Stratovolcano,-8.92,158.03,large,#FF0000,#FFFFFF,2
Savo,Stratovolcano,-9.1324,159.8119,large,#FF0000,#FFFFFF,2
Tinakula,Stratovolcano,-10.386,165.804,large,#FF0000,#FFFFFF,2
Motlav,Stratovolcano,-13.67,167.67,large,#FF0000,#FFFFFF,2
Suretamatai,Complex,-13.8,167.47,large,#FF0000,#FFFFFF,2
Gaua,Stratovolcano,-14.281,167.514,large,#FF0000,#FFFFFF,2
Ambae,Shield,-15.389,167.835,large,#FF0000,#FFFFFF,2
Ambrym,Shield(pyroclastic),-16.25,168.12,large,#FF0000,#FFFFFF,2
Lopevi,Stratovolcano,-16.507,168.346,large,#FF0000,#FFFFFF,2
East Epi,Stratovolcano(es),-16.6797,168.3893,large,#FF0000,#FFFFFF,2
Kuwae,Caldera,-16.8304,168.5227,large,#FF0000,#FFFFFF,2
Nguna-Emau,Stratovolcano(es),-17.4522,168.353,large,#FF0000,#FFFFFF,2
Traitor's Head,Stratovolcano,-18.754,169.238,large,#FF0000,#FFFFFF,2
